itemid,label,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,abbreviation
221001,"Dextran 40 / Saline 0,9% (Gentran - Rheomacrodex)",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Dextran 40 / Saline 0,9%"
221205,Nutrison pre,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Nutrison pre
220959,"Saline 0,3%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Saline 0,3%"
221199,Fresubin Energy Fibre,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Fresubin Energy Fibre
220953,Ringers,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Ringers
220980,Hextend (Hetastarch 6% in Lactate),inputevents,Fluids - Other (Not In Use),mL,Solution,,,Hextend (Hetastarch 6% in Lactate)
220984,Intralipid 10%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Intralipid 10%
221196,Fresubin Original,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Fresubin Original
221014,Dextrose 19%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Dextrose 19%
220990,Mannitol 15%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Mannitol 15%
221008,Vamin Novum 18,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Vamin Novum 18
220966,"Dextrose 2,5% / Saline 0,45%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Dextrose 2,5% / Saline 0,45%"
220977,"Pentastarch 10% (HAES, Hemohes)",inputevents,Fluids - Other (Not In Use),mL,Solution,,,Pentastarch 10%
221212,"Saline 0,18%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Saline 0,18%"
220956,Ringers Acetate,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Ringers Acetate
221000,Dextran 40 / Dextrose 5% (Gentran - Rheomacrodex),inputevents,Fluids - Other (Not In Use),mL,Solution,,,Dextran 40 / Dextrose 5%
221213,Saline 30%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Saline 30%
221013,Whole Blood,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Whole Blood
221025,Pediasure,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Pediasure
221197,Fresubin Original Fibre,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Fresubin Original Fibre
220985,Intralipid 20%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Intralipid 20%
220954,"Saline 0,9%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Saline 0,9%"
221027,Pulmocare,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Pulmocare
220866,Darrow,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Darrow
220961,"Saline 0,65%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Saline 0,65%"
221200,Fibrini,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Fibrini
221201,Fibrini Energy,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Fibrini Energy
221016,Ensure Plus,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Ensure Plus
221038,Jevity,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Jevity
220991,Mannitol 20%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Mannitol 20%
221017,"Dextrose 2,5%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Dextrose 2,5%"
220964,"Dextrose 5% / Saline 0,9%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Dextrose 5% / Saline 0,9%"
220989,Mannitol 10%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Mannitol 10%
221029,Osmolite,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Osmolite
221206,Novasource,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Novasource
220951,Dextrose 20.%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Dextrose 20.%
221209,Peptisorb,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Peptisorb
220988,Mannitol 5%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Mannitol 5%
221005,Vamin 14 Electrolyte free,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Vamin 14-
221003,"Dextran 70 / Saline 0,9% (Gentran - Macrodex - RescueFlow)",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Dextran 70 / Saline 0,9%"
220955,Ringers Lactate,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Ringers Lactate
221021,Nutrison Energy,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Nutrison Energy
221028,Stresson,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Stresson
220963,"Dextrose 4,3% / Saline 0,18%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Dextrose 4,3% / Saline 0,18%"
221007,Vamin 14 Plus electrolytes,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Vamin 14+
221009,Vivinox T.E.N.,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Vivonex T.E.N.
221208,Normosol,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Normosol
220965,"Dextrose 5% / Saline 0,45%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Dextrose 5% / Saline 0,45%"
220972,Octoplas,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Octoplas
221020,Nutrison concentrated,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Nutrison concentrated
221022,Nutrison Energy Multi Fibre,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Nutrison Energy Multi Fibre
221203,Nutrini,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Nutrini
220865,Aquadestila,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Aquadest
220962,Saline 3%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Saline 3%
221211,"Sodium Bicarbonate 1,4%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"NaBic 1,4%"
220986,Intralipid 30%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Intralipid 30%
221006,Vamin 18 Electrolyte free,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Vamin 18-
221193,Auto transfusion,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Auto transfusion
220969,Filtered erytrocytes,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Filtered erytrocytes
221011,Vivonex Plus,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Vivonex Plus
221018,Nutrison Standard,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Nutrison Standard
221037,Jevity 1.2,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Jevity 1.2
220971,ESDEP (Solvent / Detergent Virus-Inactivated Plasma),inputevents,Fluids - Other (Not In Use),mL,Solution,,,ESDEP
220968,Dextrose 10% / Ringers Lactate,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Dextrose 10% / Ringers Lactate
220975,"Pentastarch 6% (HAES, Hemohes)",inputevents,Fluids - Other (Not In Use),mL,Solution,,,Pentastarch 6%
221002,Dextran 70 / Dextrose 5% (Gentran - Macrodex - RescueFlow),inputevents,Fluids - Other (Not In Use),mL,Solution,,,Dextran 70 / Dextrose 5%
221004,Thrombocyte suspension,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Thrombocyte suspension
220958,"Saline 0,255%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Saline 0,255%"
221024,Nutrison Multi Fibre,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Nutrison Multi Fibre
221195,"Hexastarch 6% (Elohaes) / Saline 0,9%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Hexastarch 6%  / Saline 0,9%"
220960,"Saline 0,45%",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Saline 0,45%"
221202,Infatrini,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Infatrini
221012,Vivonex Pediatric,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Vivonex Pediatric
221204,Tentrini,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Tentrini
220861,Albumin (Human) 20%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Albumin 20%
220863,Albumin (Human) 4%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Albumin 4%
220967,Dextrose 5% / Ringers Lactate,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Dextrose 5% / Ringers Lactate
220996,Packed Red Cells,inputevents,Fluids - Other (Not In Use),mL,Solution,,,PRC
220979,"Hetastarch 6% (Saline 0,9%)",inputevents,Fluids - Other (Not In Use),mL,Solution,,,"Hetastarch 6% (Saline 0,9%)"
221210,Suplena,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Suplena
221015,Ensure,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Ensure
220973,Gelofusine,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Gelofusine
220992,Mannitol 25%,inputevents,Fluids - Other (Not In Use),mL,Solution,,,Mannitol 25%
229351,Foley Catheter,procedureevents,GI/GU,None,Processes,,,Indwelling Urinary Catheter
225436,CRRT Filter Change,procedureevents,Dialysis,None,Processes,,,CRRT Filter Change
225802,Dialysis - CRRT,procedureevents,Dialysis,None,Processes,,,Dialysis - CRRT
225809,Dialysis - CVVHDF,procedureevents,Dialysis,None,Processes,,,Dialysis - CVVHDF
225803,Dialysis - CVVHD,procedureevents,Dialysis,None,Processes,,,Dialysis - CVVHD
225805,Peritoneal Dialysis,procedureevents,Dialysis,None,Processes,,,Peritoneal Dialysis
225955,Dialysis - SCUF,procedureevents,Dialysis,None,Processes,,,Dialysis - SCUF
221217,Ultrasound,procedureevents,5-Imaging,None,Processes,,,Ultrasound
225427,Angiography,procedureevents,5-Imaging,None,Processes,,,Angiography
225459,Chest X-Ray,procedureevents,5-Imaging,None,Processes,,,Chest X-Ray
225432,Transthoracic Echo,procedureevents,5-Imaging,None,Processes,,,Transthoracic Echo
221214,CT scan,procedureevents,5-Imaging,None,Processes,,,CT scan
225462,Interventional Radiology,procedureevents,5-Imaging,None,Processes,,,Interventional Radiology
221216,X-ray,procedureevents,5-Imaging,None,Processes,,,X-ray
225461,Pelvis,procedureevents,5-Imaging,None,Processes,,,Pelvis
228715,Transcranial Doppler,procedureevents,5-Imaging,None,Processes,,,Trascranial Doppler
225463,TLS Spine,procedureevents,5-Imaging,None,Processes,,,TLS Spine
225460,Cervical Spine,procedureevents,5-Imaging,None,Processes,,,Cervical Spine
229582,Portable CT scan,procedureevents,5-Imaging,None,Processes,,,Portable CT scan
225457,Abdominal X-Ray,procedureevents,5-Imaging,None,Processes,,,Abdominal X-Ray
229581,Portable Chest X-Ray,procedureevents,5-Imaging,None,Processes,,,Portable Chest X-Ray
221219,Venogram,procedureevents,5-Imaging,None,Processes,,,Venogram
229575,Travel to Radiology,procedureevents,5-Imaging,None,Processes,,,Travel to Radiology
221255,Trans Esophageal Echo,procedureevents,5-Imaging,None,Processes,,,TEE
223253,Magnetic Resonance Imaging,procedureevents,5-Imaging,None,Processes,,,MRI
225444,Pan Culture,procedureevents,6-Cultures,None,Processes,,,Pan Culture
225814,Stool Culture,procedureevents,6-Cultures,None,Processes,,,Stool Culture
225451,Sputum Culture,procedureevents,6-Cultures,None,Processes,,,Sputum Culture
225966,Nasal Swab,procedureevents,6-Cultures,None,Processes,,,Nasal Swab
225454,Urine Culture,procedureevents,6-Cultures,None,Processes,,,Urine Culture
225817,BAL Fluid Culture,procedureevents,6-Cultures,None,Processes,,,BAL Fluid Culture
225816,Wound Culture,procedureevents,6-Cultures,None,Processes,,,Wound Culture
225818,Pleural Fluid Culture,procedureevents,6-Cultures,None,Processes,,,Pleural Fluid Culture
225401,Blood Cultured,procedureevents,6-Cultures,None,Processes,,,Blood Cultured
225967,Rectal Swab,procedureevents,6-Cultures,None,Processes,,,Rectal Swab
225437,CSF Culture,procedureevents,6-Cultures,None,Processes,,,CSF Culture
229366,Epoprostenol (Inhaled),procedureevents,Medications,None,Processes,,,Epoprostenol (Inhaled)
229984,Sevoflurane (Inhaled),procedureevents,Medications,None,Processes,,,Sevoflurane (Inhaled)
229996,Nitrous Oxide (Inhaled),procedureevents,Medications,None,Processes,,,Nitrous Oxide (Inhaled)
229983,Isoflurane (Inhaled),procedureevents,Medications,None,Processes,,,Isoflurane (Inhaled)
229576,ERCP (Done in unit),procedureevents,4-Procedures,None,Processes,,,ERCP (Done in unit)
227550,ERCP (Travel to),procedureevents,4-Procedures,None,Processes,,,ERCP (Travel to)
225445,Paracentesis,procedureevents,4-Procedures,None,Processes,,,Paracentesis
227711,Drain Removed,procedureevents,4-Procedures,None,Processes,,,Drain Removed
229578,Cath Lab (Sent),procedureevents,4-Procedures,None,Processes,,,Cath Lab (Sent)
225429,Blakemore / MinnesotaTube Inserted,procedureevents,4-Procedures,None,Processes,,,Blakemore / MinnesotaTube Inserted
225441,Hemodialysis,procedureevents,4-Procedures,None,Processes,,,Hemodialysis
221223,EEG,procedureevents,4-Procedures,None,Processes,,,EEG
225439,Endoscopy,procedureevents,4-Procedures,None,Processes,,,Endoscopy
229577,Cath Lab (Received),procedureevents,4-Procedures,None,Processes,,,Cath Lab (Received)
229380,Nursing Water Swallow Screening,procedureevents,4-Procedures,None,Processes,,,Nursing Water Swallow Screening
229586,VAC Change,procedureevents,4-Procedures,None,Processes,,,VAC Change
225447,Percutaneous Drain Insertion,procedureevents,4-Procedures,None,Processes,,,Percutaneous Drain Insertion
225450,Radiation Therapy,procedureevents,4-Procedures,None,Processes,,,Radiation Therapy
225434,Colonoscopy,procedureevents,4-Procedures,None,Processes,,,Colonoscopy
229585,Surgical Procedure at Bedside,procedureevents,4-Procedures,None,Processes,,,Surgical Procedure at Bedside
225442,Liver Biopsy,procedureevents,4-Procedures,None,Processes,,,Liver Biopsy
229614,EEG (Continuous),procedureevents,4-Procedures,None,Processes,,,EEG (Continuous)
225479,Thoracentesis,procedureevents,4-Procedures,None,Processes,,,Thoracentesis
226476,Esophogeal Balloon,procedureevents,4-Procedures,None,Processes,,,Esophogeal Balloon
229501,Small Bore Nasal Enteral Tube Placement,procedureevents,4-Procedures,None,Processes,,,SBNET Placement (Dobhoff)
229580,Line Placement at Bedside,procedureevents,4-Procedures,None,Processes,,,Line Placement at Bedside
225400,Bronchoscopy,procedureevents,4-Procedures,None,Processes,,,Bronchoscopy
229298,Speech and Swallow Evaluation,procedureevents,4-Procedures,None,Processes,,,Speech and Swallow Evaluation
225433,Chest Tube Placed,procedureevents,4-Procedures,None,Processes,,,Chest Tube Placed
226236,Temporary Pacemaker Wires Discontinued,procedureevents,4-Procedures,None,Processes,,,Temp Pacemaker Wires Discontinued
227713,Epidural Placement,procedureevents,4-Procedures,None,Processes,,,Epidural Placement
229584,EMG,procedureevents,4-Procedures,None,Processes,,,EMG
225449,Pericardiocentesis,procedureevents,4-Procedures,None,Processes,,,Pericardiocentesis
227551,Plasma Pheresis.,procedureevents,4-Procedures,None,Processes,,,Plasma Pheresis.
226475,Intraventricular Drain Inserted,procedureevents,4-Procedures,None,Processes,,,Intraventricular Drain Inserted
227712,Chest Tube Removed,procedureevents,4-Procedures,None,Processes,,,Chest Tube Removed
225428,Blakemore / Minnesota Tube D/C,procedureevents,4-Procedures,None,Processes,,,Blakemore / Minnesota Tube D/C
225399,Lumbar Puncture,procedureevents,4-Procedures,None,Processes,,,Lumbar Puncture
225430,Cardiac Cath,procedureevents,4-Procedures,None,Processes,,,Cardiac Cath
227714,Pericardial Drain Removed,procedureevents,4-Procedures,None,Processes,,,Pericardial Drain Removed
225402,EKG,procedureevents,4-Procedures,None,Processes,,,EKG
225446,PEG Insertion,procedureevents,4-Procedures,None,Processes,,,PEG Insertion
226474,ICP Bolt Inserted,procedureevents,4-Procedures,None,Processes,,,ICP Bolt Inserted
226477,Temporary Pacemaker Wires Inserted,procedureevents,4-Procedures,None,Processes,,,Temporary Pacemaker Wires Inserted
225794,Non-invasive Ventilation,procedureevents,2-Ventilation,None,Processes,,,Non-invasive Ventilation
225792,Invasive Ventilation,procedureevents,2-Ventilation,None,Processes,,,Invasive Ventilation
228228,"Family meeting attempted, unable",procedureevents,7-Communication,None,Processes,,,"Family meeting attempted, unable"
228128,Family updated by MD,procedureevents,7-Communication,None,Processes,,,Family updated by MD
228127,Family met with Social Worker,procedureevents,7-Communication,None,Processes,,,Family met with Social Worker
228130,NEOB notified,procedureevents,7-Communication,None,Processes,,,NEOB notified
228129,Family updated by RN,procedureevents,7-Communication,None,Processes,,,Family updated by RN
228126,Family met with Case Manager,procedureevents,7-Communication,None,Processes,,,Family met with Case Manager
228125,Family meeting held,procedureevents,7-Communication,None,Processes,,,Family meeting held
228136,Family notified of transfer,procedureevents,7-Communication,None,Processes,,,Family notified of transfer
225456,Ventricular Drain,procedureevents,3-Significant Events,None,Processes,,,Ventricular Drain
225820,C-Spine Clearance,procedureevents,3-Significant Events,None,Processes,,,C-Spine Clearance
225406,Transferred to Floor,procedureevents,3-Significant Events,None,Processes,,,Transferred to Floor
225475,Respiratory Arrest,procedureevents,3-Significant Events,None,Processes,,,Respiratory Arrest
229620,Massive Transfusion,procedureevents,3-Significant Events,None,Processes,,,Massive Transfusion
225443,Nuclear Medicine,procedureevents,3-Significant Events,None,Processes,,,Nuclear Medicine
225476,Unplanned Line/Catheter Removal (Non-Patient initated),procedureevents,3-Significant Events,None,Processes,,,Unplanned Line/Catheter Removal (Non-Patient inita
225478,Operation,procedureevents,3-Significant Events,None,Processes,,,Operation
225467,Chest Opened,procedureevents,3-Significant Events,None,Processes,,,Chest Opened
225469,OR Received,procedureevents,3-Significant Events,None,Processes,,,OR Received
225464,Cardioversion/Defibrillation,procedureevents,3-Significant Events,None,Processes,,,Cardioversion/Defibrillation
225815,Peritoneal Fluid,procedureevents,3-Significant Events,None,Processes,,,Peritoneal Fluid
225440,Fluoroscopy,procedureevents,3-Significant Events,None,Processes,,,Fluoroscopy
225465,Chest Pain,procedureevents,3-Significant Events,None,Processes,,,Chest Pain
225819,Brain Death,procedureevents,3-Significant Events,None,Processes,,,Brain Death
225472,Pneumothorax,procedureevents,3-Significant Events,None,Processes,,,Pneumothorax
227715,TLS Clearance,procedureevents,3-Significant Events,None,Processes,,,TLS Clearance
225470,OR Sent,procedureevents,3-Significant Events,None,Processes,,,OR Sent
225474,Fall,procedureevents,3-Significant Events,None,Processes,,,Fall
225466,Cardiac Arrest,procedureevents,3-Significant Events,None,Processes,,,Cardiac Arrest
229579,Transfer Intercampus by Ambulance,procedureevents,3-Significant Events,None,Processes,,,Transfer Intercampus by Ambulance
229755,Trigger Initiated,procedureevents,3-Significant Events,None,Processes,,,Trigger Initiated
225821,Unplanned Line/Catheter Removal (Patient Initiated),procedureevents,3-Significant Events,None,Processes,,,Unplanned Line/Catheter Removal (Patient Initiated
225448,Percutaneous Tracheostomy,procedureevents,1-Intubation/Extubation,None,Processes,,,Percutaneous Tracheostomy
227194,Extubation,procedureevents,1-Intubation/Extubation,None,Processes,,,Extubation
225477,Unplanned Extubation (non-patient initiated),procedureevents,1-Intubation/Extubation,None,Processes,,,Unplanned Extubation (non-patient initiated)
226237,Open Tracheostomy,procedureevents,1-Intubation/Extubation,None,Processes,,,Open Tracheostomy
224385,Intubation,procedureevents,1-Intubation/Extubation,None,Processes,,,Intubation
225468,Unplanned Extubation (patient-initiated),procedureevents,1-Intubation/Extubation,None,Processes,,,Unplanned Extubation (patient-initiated)
225789,Sheath (Venous),procedureevents,Access Lines - Invasive,None,Processes,,,Sheath (Venous)
225199,Triple Introducer,procedureevents,Access Lines - Invasive,None,Processes,,,Triple Introducer
229530,ECMO Outflow Line,procedureevents,Access Lines - Invasive,None,Processes,,,ECMO Outflow Line
227719,AVA,procedureevents,Access Lines - Invasive,None,Processes,,,AVA
229521,ICP - PbtO2,procedureevents,Access Lines - Invasive,None,Processes,,,ICP - PbtO2
229522,SEPS (Subdural Evacuating Port System),procedureevents,Access Lines - Invasive,None,Processes,,,SEPS
224267,Cordis/Introducer,procedureevents,Access Lines - Invasive,None,Processes,,,Cordis/Introducer
229514,EKOS,procedureevents,Access Lines - Invasive,None,Processes,,,EKOS
224273,Presep Catheter,procedureevents,Access Lines - Invasive,None,Processes,,,Presep Catheter
225315,Tunneled (Hickman) Line,procedureevents,Access Lines - Invasive,None,Processes,,,Tunneled (Hickman) Line
